index,original,translation,scores,mean,z_scores,z_mean,QE_score
843,"As with other sites under the management of the Archaeological Survey of India (ASI), there is adequate protection through various legislations such as Ancient Monuments and Archaeological Sites and Remains Act 1958 and Rules 1959, Ancient Monuments and Archaeological Sites and Remains (Amendment and Validation) Act 2010, Delhi Municipal Corporation Act 1957, Land Acquisition Act 1894, Delhi Urban Art Commission Act 1973, Urban Land (Sealing and Regulation) Act 1976, Environmental Pollution Act, 1986, amongst others.","?????? ???????? ????????? (?????) ?? ??????? ?? ??? ???? ?????? ?? ???, ??????? ?????? ?? ???????? ???? ?? ????? ??????? 1958 ?? ???? 1959, ??????? ?????? ?? ???????? ???? ?? ????? (?????? ?? ?????) ??????? 2010, ?????? ??? ???? ??????? 1957, ???? ???????? ??????? 1894, ?????? ???? ??? ???? ??????? 1973, ???? ???? (?????? ?? ???????) ??????? 1976, ???????? ??????? ??????? 1986 ???? ??????? ??????? ?? ?????? ?? ???????? ??????? ??????? ???","[95, 95, 60, 58]",77,"[0.5387802100780963, 0.6151157815355373, -1.249860814702769, -1.4513373468984856]",-0.386825542,0.477583349
844,"Beneath the towers, the sanctuary walls are mostly blank without any decorations but the columns are carved over lion mounted bases.","??????? ?? ????, ???????? ?? ??????? ???????? ???? ???? ????? ?? ???? ???, ????? ????? ??? ??????? ???? ?? ??????? ??? ?? ????","[90, 80, 72, 70]",78,"[0.10844457902530406, -0.694570055658651, -0.018673014962724235, -0.3744112918167498]",-0.244802446,0.649879336
845,"This mosque has three mural plaques, in oblong shape, one at the top of the pulpit and the other two on the sides with engravings of hymns from the Koran.","?? ?????? ??? ??? ?????? ??? ???, ?? ??????? ???? ??? ???, ?? ??? ?? ????? ?? ?? ???? ?? ??? ??? ????? ?? ??????? ?? ????????? ?? ??? ????","[95, 90, 69, 70]",81,"[0.5387802100780963, 0.17855383580414114, -0.32646996489773544, -0.3744112918167498]",0.004113197,0.717781961
846,While he holds his conch in his upper left hand.,???? ?? ???? ???? ???? ??? ??? ??? ???? ???? ???,"[85, 90, 76, 70]",80.25,"[-0.32189105202748813, 0.17855383580414114, 0.39172291828395733, -0.3744112918167498]",-0.031506397,0.657247603
847,State Government Tourism Website,????? ????? ?? ?????? ???????,"[100, 100, 87, 77]",91,"[0.9691158411308884, 1.0516777272669333, 1.5203117347123316, 0.253795573647596]",0.948725219,0.791072845
848,Four main metal strings and three drone strings.,??? ????? ???? ?? ??? ?? ??? ????? ?? ????,"[95, 95, 80, 90]",90,"[0.5387802100780963, 0.6151157815355373, 0.8021188515306389, 1.4204654666528096]",0.844120077,0.582601845
849,Konark Sun Temple is depicted on the reverse side of the Indian currency note of 10 rupees to signify its importance to Indian cultural heritage.,??????? ????? ????? ?? ?????? ?????????? ?????? ?? ??? ???? ????? ?? ??????? ?? ??? 10 ????? ?? ?????? ?????? ??? ?? ?????? ???? ??? ??????? ???? ??? ???,"[90, 90, 77, 80]",84.25,"[0.10844457902530406, 0.17855383580414114, 0.4943219015956277, 0.52302708741803]",0.326086851,0.73197788
850,"It was one of the earliest temples to be built entirely of granite, which was brought from a distance as it was not locally available.","?? ???? ??? ?? ???????? ?? ??? ??????? ??????? ??? ?? ?? ??, ???? ??? ?? ???? ??? ?? ??????? ?? ??????? ??? ?? ?????? ???? ???","[100, 100, 60, 81]",85.25,"[0.9691158411308884, 1.0516777272669333, -1.249860814702769, 0.6127709253415079]",0.34592592,0.747244656
851,"She was one of only four members of the court (another was the Emperor) and the only woman to have the rank of 12,000 cavalry (suwar), and was known to receive a jewel from every nobleman ""according to his estate” each year on the occasions of the New Year's festival.","?? ????? ?? ???? ??? ??????? ??? ?? ?? ?? (?? ???? ?????? ??) ?? 12,000 ???????? (????) ?? ???? ???? ??????? ????? ??, ?? ?? ??? ?? ??????? ?? ?????? ?? ?? ????? ??????? ?? ?? ???? ??????? ???? ?? ??? ???? ???? ???","[85, 80, 69, 68]",75.5,"[-0.32189105202748813, -0.694570055658651, -0.32646996489773544, -0.5538989676637058]",-0.47420751,0.534680068
852,"Thukpa is homemade noodle soup with meat, eggs and/or vegetables.","????? ????, ???? ??/?? ???????? ?? ??? ?? ??? ??? ???? ??? ???","[90, 95, 69, 76]",82.5,"[0.10844457902530406, 0.6151157815355373, -0.32646996489773544, 0.164051735724118]",0.140285533,0.737695277
853,"It is mistakenly referred to by the 10th-century Baghdad resident Al-Mas‘udi as ""Aladra"", site of a great temple, a place of Indian pilgrimage and one with thousands of cells where devotees live; in 1352 CE, the records of Ala-ud-Din Bahman Shah mention him camping at the site.","10??? ??????? ?? ????? ?????? ??-????? ?????? ??? ???? ?? ??????? ?? ??? ??? ???????? ???? ???? ??, ?? ?? ???? ????? ?? ?????, ?????? ??????????? ?? ????? ?? ?????? ?????? ?? ??? ?? ???? 1352 ????? ??? ???? ???? ????","[85, 75, 66, 63]",72.25,"[-0.32189105202748813, -1.1311320013900472, -0.6342669148327466, -1.0026181572810957]",-0.772477031,0.616838992
854,"The fort remained with the Suris till 1555, when Humayun recaptured it.","?? ???? 1555 ?? ???? ????? ?? ??? ???, ?? ??????? ?? ??? ??? ?? ????? ?? ?????","[90, 90, 67, 69]",79,"[0.10844457902530406, 0.17855383580414114, -0.5316679315210762, -0.4641551297402278]",-0.177206162,0.740434468
855,Many people were wounded and killed.,?? ??? ???? ??? ?? ???? ???,"[100, 100, 78, 95]",93.25,"[0.9691158411308884, 1.0516777272669333, 0.5969208849072981, 1.8691846562701995]",1.121724777,0.859871089
856,The terracotta human head with a long tenon at the neck.,???????? ???? ??? ????? ?? ?? ???? ????? ?? ????,"[95, 80, 69, 75]",79.75,"[0.5387802100780963, -0.694570055658651, -0.32646996489773544, 0.07430789780064002]",-0.101987978,0.636361897
857,The bottom part of the pillar still stands.,???? ?? ????? ?????? ??? ?? ???? ???,"[100, 100, 69, 78]",86.75,"[0.9691158411308884, 1.0516777272669333, -0.32646996489773544, 0.3435394115710739]",0.509465754,0.63182354
858,"A re-examination of guru-shishya parampara is needed because it is in fact a strategy directly concerned with communication of multiple messages, with the disposition of energies of younger minds, and with influencing new (including non-Indian) entrants to Indian Cultural citizenship.","????-????? ?????? ?? ??? ?? ???? ?? ???????? ?? ??????? ?? ?????? ??? ?? ??????? ?? ?????, ???? ???????? ?? ????? ?? ?????? ?? ?????? ?????????? ???????? ??? ?????? ???? ???? ?? (???-?????? ????) ????? ?? ???????? ???? ?? ??????? ?? ?????? ???","[95, 90, 66, 69]",80,"[0.5387802100780963, 0.17855383580414114, -0.6342669148327466, -0.4641551297402278]",-0.095272,0.60194838
859,"In Bangladesh, a Forest Circle was created in 1993 to preserve the forest, and Chief Conservators of Forests have been posted since.","?????????? ???, ?? ??????? ?? ??? 1993 ??? ?? ?? ???? ????? ??? ??, ?? ?? ?? ????? ?? ????????? ?? ???????? ?? ?? ???","[100, 100, 75, 74]",87.25,"[0.9691158411308884, 1.0516777272669333, 0.28912393497228694, -0.015435940122837947]",0.573620391,0.747705162
860,"Moreover, it is used by ‘Kudukuduppai Andi’ of Tamil Nadu and by mendicants, snake charmers, gypsies and jugglers in North India.","???? ?????, ?? ???????? ?? ???????????? ???? ?? ????? ???? ??? ????????, ??????, ????????? ?? ?????? ???? ????? ?????? ????? ???? ???? ???","[75, 85, 60, 83]",75.75,"[-1.1825623141330726, -0.2580081099272549, -1.249860814702769, 0.7922586011884638]",-0.474543159,0.698937356
861,It was the first 1000 Rupees coin to be released in the Republic of India coinage.,?? ???? ??????? ?? ??????? ??? ???? ???? ???? ???? ???? 1000 ????? ?? ?????? ???,"[100, 100, 77, 74]",87.75,"[0.9691158411308884, 1.0516777272669333, 0.4943219015956277, -0.015435940122837947]",0.624919882,0.718415201
862,"On 28 April 1819 a British officer named John Smith, of the 28th Cavalry, while hunting tigers discovered the entrance to Cave No. 10 when a local shepherd boy guided him to the location and the door.","28 ?????? 1819 ?? 28??? ?????? ?? ?? ??????? ??????? ??? ????? ?? ????? ?? ????? ???? ??? ???? ?????? 10 ?? ?????? ????? ?? ??? ?????, ?? ?? ??????? ?????? ????? ?????? ????? ?? ?????? ?? ?? ?? ????","[90, 90, 79, 80]",84.75,"[0.10844457902530406, 0.17855383580414114, 0.6995198682189685, 0.52302708741803]",0.377386343,0.630169928
863,"Bodh Gaya (in Gaya district) is about 96 km (60 mi) from Patna, Bihar state, India.","??? ??? (??? ???? ???) ????, ????? ?????, ???? ?? ???? 96 ???? (60 ???) ??? ???","[95, 95, 69, 67]",81.5,"[0.5387802100780963, 0.6151157815355373, -0.32646996489773544, -0.6436428055871838]",0.045945805,0.731442034
864,Each side of the sanctuary has a bay with iconography.,???????? ?? ???????? ??? ??????? ??????? ?? ??? ?? ????? ???,"[100, 100, 70, 76]",86.5,"[0.9691158411308884, 1.0516777272669333, -0.22387098158606503, 0.164051735724118]",0.490243581,0.577002823
865,"Frequently used as an accompanying instrument for vocal, instrument and","????? ????, ????? ????? ?? ??? ??? ????? ???? ???? ?? ??","[65, 90, 82, 70]",76.75,"[-2.0432335762386566, 0.17855383580414114, 1.0073168181539798, -0.3744112918167498]",-0.307943554,0.661565781
866,Cave 16 (19.5 m × 22.25 m × 4.6 m) influenced the architecture of the entire site.,???? ?????? 16 (19.5 ???? ?? 22.25 ???? ?? 4.6 ????) ?? ???? ???? ?? ????????? ?? ???????? ?????,"[85, 85, 84, 81]",83.75,"[-0.32189105202748813, -0.2580081099272549, 1.2125147847773206, 0.6127709253415079]",0.311346637,0.693093359
867,"Work was then resumed, but again disrupted by Harisena's death in 477, soon after which major excavation ceased, except at cave 26, which the Asmakas were sponsoring themselves.","???? ??? ??? ??? ?? ???? ?? ???, ????? ??? ?? 477 ??? ??????? ?? ?????? ?? ????? ?? ???, ????? ????? ??? ???? 26 ?? ??????, ?????? ?????? ??? ?? ???, ???? ????? ??? ????????? ?? ??? ???","[90, 85, 76, 73]",81,"[0.10844457902530406, -0.2580081099272549, 0.39172291828395733, -0.10517977804631592]",0.034244902,0.615664959
868,The mutilated sculpture of an elephant head.,???? ?? ??? ?? ????? ???????,"[95, 95, 76, 95]",90.25,"[0.5387802100780963, 0.6151157815355373, 0.39172291828395733, 1.8691846562701995]",0.853700892,0.703538597
869,The terracotta head with hair arranged above in knot.,??? ???? ??? ????? ?? ??? ???????? ????,"[85, 85, 88, 80]",84.5,"[-0.32189105202748813, -0.2580081099272549, 1.622910718024002, 0.52302708741803]",0.391509661,0.550738811
870,The curls of hair are disposed of in symmetrically wavy lines with a central parting.,????? ?? ???????? ?????? ?? ????? ??? ?? ?????? ?????? ??? ?? ???????? ?????? ?? ??? ??????? ???? ???,"[95, 95, 68, 85]",85.75,"[0.5387802100780963, 0.6151157815355373, -0.42906894820940583, 0.9717462770354197]",0.42414333,0.645960033
871,To the north of the Hayat Bakhsh Bagh and the Shahi Burj is the quarter of the imperial princes.,???? ???? ??? ?? ???? ????? ?? ????? ??? ???? ?????????? ?? ???????? ???,"[95, 95, 68, 66]",81,"[0.5387802100780963, 0.6151157815355373, -0.42906894820940583, -0.7333866435106617]",-0.0021399,0.667249024
872,"To the left, the motif is deeply cut, but to the right, it is more florid and in shallower relief though it is obviously finished.The stone sculpture depicts a fragment of an oval nimbus of Visnu-Visvarupa, full of miniature reliefs, depicting four heads of the Ekadasa-Rudra group along the edges and numerous gods on the remaining portion.","???? ??, ??????? ????? ?? ???? ??? ??, ????? ???? ??, ?? ???? ????? ?? ??? ??? ?? ?? ?? ???? ????? ??? ??, ??????? ?? ?????? ??? ?? ????? ???? ??? ??? ????? ?? ?????? ??? ??????-???????? ?? ?? ??????? ????? ?? ?? ?????? ??, ?? ??? ??????????? ?? ??? ??? ??, ?? ??????? ?? ??? ??????-????? ???? ?? ??? ????? ?? ??? ?????? ?? ?? ??????? ?? ??????? ???","[90, 85, 66, 63]",76,"[0.10844457902530406, -0.2580081099272549, -0.6342669148327466, -1.0026181572810957]",-0.446612151,0.464544535
873,The culture of Darjeeling is diverse and includes a variety of indigenous practices and festivals as mentioned above.,?????????? ?? ???????? ???????????? ?? ?? ????? ??????? ?????? ?? ??????? ??????? ?? ??????? ????? ??? ???? ?? ??? ?????? ???? ??? ???,"[95, 100, 66, 68]",82.25,"[0.5387802100780963, 1.0516777272669333, -0.6342669148327466, -0.5538989676637058]",0.100573014,0.797082007
874,"The 5.14-kilometre circuit is in Greater Noida, Uttar Pradesh, near Delhi.",14 ???????? ?? ?? ?????? ?????? ?? ???? ????? ?????? ?? ?????? ????? ??? ???,"[85, 80, 27, 25]",54.25,"[-0.32189105202748813, -0.694570055658651, -4.635627263987892, -4.412883998373259]",-2.516243093,0.677150071
875,"Hindustani music now finds it profitable 10 address the lowest commode no minatory by keeping itself accessible, intellectually undemanding, and familiar.","??????????? ????? ?? ??? ?? ????, ??????? ??? ?? ???-???? ?? ?????? ???? ?? ?????? ???? ?? ?????-?? ??????? ?? ??????? ???? ??????? ???? ???","[65, 75, 53, 68]",65.25,"[-2.0432335762386566, -1.1311320013900472, -1.9680536978844618, -0.5538989676637058]",-1.424079561,0.584174216
876,A 20th century CE Fragmented China Cup found in China.,??? ??? 20??? ??? ?? ?? ????-???? ??? ?? ???? ????,"[95, 100, 69, 85]",87.25,"[0.5387802100780963, 1.0516777272669333, -0.32646996489773544, 0.9717462770354197]",0.558933562,0.736876905
877,It is a felicitation letter to Pt. Jawaharlal Nehru by the citizens of Singapore.,?? ???????? ?? ???????? ?????? ????? ???????? ????? ?? ?? ?????? ???? ???,"[100, 100, 72, 95]",91.75,"[0.9691158411308884, 1.0516777272669333, -0.018673014962724235, 1.8691846562701995]",0.967826302,0.785719216
878,Upper right corner of the stele is broken with the upper right hand which might have held a sword.,"????? ?? ???? ?????? ???? ?? ???? ?????? ??? ?? ????? ??? ??, ?????? ????? ??? ?? ???? ???","[100, 95, 69, 85]",87.25,"[0.9691158411308884, 0.6151157815355373, -0.32646996489773544, 0.9717462770354197]",0.557376984,0.629844427
879,"The left ear, right eye and nose have been lost.","?????? ???, ???? ??? ?? ??? ?? ?????? ?????? ???","[85, 100, 70, 90]",86.25,"[-0.32189105202748813, 1.0516777272669333, -0.22387098158606503, 1.4204654666528096]",0.48159529,0.636747062
880,"The history of Darjeeling is intertwined with that of Sikkim, Nepal, British India, and Bhutan.","?????????? ?? ?????? ???????, ?????, ??????? ???? ?? ????? ?? ?????? ?? ????? ??? ???","[100, 100, 68, 67]",83.75,"[0.9691158411308884, 1.0516777272669333, -0.42906894820940583, -0.6436428055871838]",0.237020454,0.763067424
881,There is a small temple in front which was the original porch.,????? ?? ???? ?? ????? ?? ?? ??? ????? ???,"[95, 95, 60, 61]",77.75,"[0.5387802100780963, 0.6151157815355373, -1.249860814702769, -1.1821058331280516]",-0.319517664,0.690676332
882,"This stone was then used to carve the image of Durga Mahishasuramardini, who had slain the demon king Mahishasura and installed it in the fort's temple as Sila Devi.","?? ????? ?? ????? ?????? ??????????????? ?? ?????? ?? ?????? ?? ??? ???? ??? ??, ????????? ?????? ???? ???????? ?? ?? ???? ?? ?? ??? ???? ?? ????? ??? ???? ???? ?? ??? ??? ??????? ???? ???","[100, 100, 80, 83]",90.75,"[0.9691158411308884, 1.0516777272669333, 0.8021188515306389, 0.7922586011884638]",0.903792755,0.688761771
883,They can be vegetables placed upon cotton cloth for drying.,?????? ????? ?? ??? ???? ????? ?? ???????? ??? ?? ???? ????,"[95, 90, 80, 85]",87.5,"[0.5387802100780963, 0.17855383580414114, 0.8021188515306389, 0.9717462770354197]",0.622799794,0.700323701
884,The mutilated star-shaped terracotta sculpture.,????? ?????? ???? ?? ???????? ???????,"[100, 90, 67, 85]",85.5,"[0.9691158411308884, 0.17855383580414114, -0.5316679315210762, 0.9717462770354197]",0.396937006,0.679438889
885,"After the Treaty of Sugauli in 1816 CE between the Gurkha king and the East India Company, Darjeeling was ceded to Sikkim through British India.","????? ???? ?? ???? ?????? ????? ?? ??? 1816 ??? ?????? ?? ???? ?? ???, ?????????? ?? ??????? ???? ?? ?????? ?? ??????? ?? ???? ???? ??? ???","[95, 95, 77, 75]",85.5,"[0.5387802100780963, 0.6151157815355373, 0.4943219015956277, 0.07430789780064002]",0.430631448,0.742540658
886,Architects laid the foundation and it was built with bricks in the inner core with sandstone on external surfaces.,??????????? ?? ???? ??? ?? ??? ????? ????? ?? ???? ????? ?? ??? ?????? ??? ??? ????? ?? ????? ??? ???,"[100, 95, 69, 71]",83.75,"[0.9691158411308884, 0.6151157815355373, -0.32646996489773544, -0.28466745389327186]",0.243273551,0.718454301
887,The justification could be summarized as:,?????? ?? ?? ?????? ??????? ??? ???????? ???? ?? ???? ???,"[100, 100, 68, 67]",83.75,"[0.9691158411308884, 1.0516777272669333, -0.42906894820940583, -0.6436428055871838]",0.237020454,0.694728911
888,The coiffure is done in a bun consisting of twisted jewelled rolls of hair.,????????? ????? ?? ????? ??? ??????? ????? ?? ??? ?? ?? ??? ???? ???? ???,"[95, 90, 84, 70]",84.75,"[0.5387802100780963, 0.17855383580414114, 1.2125147847773206, -0.3744112918167498]",0.388859385,0.583264053
889,She covers her body with a sari and the nose is damaged.,?? ???? ???? ?? ????? ?? ?? ???? ?? ?? ??? ??????????? ?? ???? ???,"[95, 90, 89, 90]",91,"[0.5387802100780963, 0.17855383580414114, 1.7255097013356724, 1.4204654666528096]",0.965827303,0.699852228
890,"Bunch of 53 Amethyst material beads, found in Kaushambi, Uttar Pradesh, India.","????????, ????? ??????, ???? ??? 53 ???????? ??????? ????? ?? ?? ?????? ???? ????","[100, 90, 84, 80]",88.5,"[0.9691158411308884, 0.17855383580414114, 1.2125147847773206, 0.52302708741803]",0.720802887,0.563340724
891,"He is known by many alternative names and epithets which include Vivasvat (brilliant), Savitr (the nourisher), Bhaskara (light-maker), Dinakara (day-maker), Lokacaksuh (Eye of the World), Graharaja (King of the Constellations), and Sahasra-kirana (1,000 rays).","?????? ?? ???????? ????? ?? ???????? ?? ???? ???? ?? ?????? ????? ??? ????? (??????), ???????? (?????????), ?????? (??????-????????), ????? (???-????????), ??????? (?????? ?? ???), ??????? (????????? ?? ????), ?? ?????-???? (1,000 ??????)?","[85, 80, 78, 76]",79.75,"[-0.32189105202748813, -0.694570055658651, 0.5969208849072981, 0.164051735724118]",-0.063872122,0.540978849
892,"In the southern part of the range is Anamudi (2,695 metres (8,842 ft), the highest peak in the Western Ghats.","???????? ?? ??????? ??? ??? ??????? (2,695 ???? (8,842 ???), ??????? ??? ?? ???? ???? ???? ???","[90, 90, 76, 77]",83.25,"[0.10844457902530406, 0.17855383580414114, 0.39172291828395733, 0.253795573647596]",0.233129227,0.676812589
893,The terracotta figure depicts the lower portion of a figure wearing a garland.,???????? ????? ?? ???? ???? ??? ????? ?? ????? ?????? ?? ??????? ???,"[100, 100, 78, 95]",93.25,"[0.9691158411308884, 1.0516777272669333, 0.5969208849072981, 1.8691846562701995]",1.121724777,0.686019659
894,The brilliance lies in condensing three-dimensional figures within a two-dimensional landscape which was solved through a Jahangiri formula using a flat terrain as a neutral background for the figure arrangement and expanding it at top into a distant topographical vista.,"???? ??? ?? ??-????? ???????? ?? ???? ???-????? ???????? ?? ?????? ???? ??? ????? ??, ???? ????? ???????? ?? ??? ?? ????? ????????? ?? ??? ??? ?? ???? ????? ?? ????? ???? ???????? ????? ?? ?????? ?? ?? ???? ??? ?? ?? ??? ?? ??? ?? ?????????? ????? ??? ????????? ???? ??? ???","[85, 85, 70, 68]",77,"[-0.32189105202748813, -0.2580081099272549, -0.22387098158606503, -0.5538989676637058]",-0.339417278,0.565071166
895,"The Khajuraho temples were built about 35 miles from the medieval city of Mahoba, the capital of the Chandela dynasty, in the Kalinjar region.",??????? ?? ??????? ?? ??????? ?????? ??????? ??? ?????? ?????? ?? ??????? ????? ?? ????????? ??? ?? ???? 35 ??? ??? ???? ??? ???,"[95, 95, 59, 62]",77.75,"[0.5387802100780963, 0.6151157815355373, -1.3524597980144393, -1.0923619952045736]",-0.32273145,0.729691267
896,"Though the gradient of the line is generally gentle, the critical reach with steep slopes is at the 142 km (88 mi) stretch, which is 210 m (690 ft) wide and has a slope of 1:19 and approach slopes of 1:31 and 1:25.","??????? ?? ???? ?? ??? ?? ??? ?? ????? ???? ??, ????? ???? ?????? ?? ??? ?????????? ????? 142 ???? (88 ???) ?? ??, ?? 210 ???? (690 ???) ????? ?? ?? 1:19 ?? ???? ?? 1:31 ?? 1:25 ?? ???? ???","[85, 85, 61, 63]",73.5,"[-0.32189105202748813, -0.2580081099272549, -1.1472618313910985, -1.0026181572810957]",-0.682444788,0.560855925
897,"The Sun Templeis directly associated with the idea and belief of the personification of the Sun God, which is adumbrated in the Vedas and classical texts.","????? ????? ???? ??? ?? ????? ????? ?? ????? ?? ????? ?? ??????? ?? ????? ??? ??, ???? ????? ?? ????????? ??????? ??? ????? ???? ??? ???","[100, 100, 62, 62]",81,"[0.9691158411308884, 1.0516777272669333, -1.0446628480794282, -1.0923619952045736]",-0.029057819,0.721586049
898,"The main chamber also carries the symbolic element, a mihrab design over the central marble lattice or jaali, facing Mecca in the West, here instead of the traditional Surah 24, An-Noor of Quran which is inscribed on the mihrabs, this one is just an outline allowing light to enter directly into the chamber, from Qibla or the direction of Mecca, thus elevating the status of the Emperor, above his rivals and closer to divinity.","????? ???? ??? ?? ??????????? ????, ???????? ??????? ?? ???? ?? ???? ?? ??? ?? ?????? ?????? ?? ??, ?? ?????? ??? ????? ?? ????? ???? ??, ???? ???????? ???? 24, ????? ?? ??-??? ?? ????, ?? ?????? ?? ???????? ??, ?? ???? ?? ??????? ?? ?? ?????? ?? ???? ???? ??? ?????? ???? ?? ?????? ???? ??, ????? ?? ????? ?? ???? ??, ?? ?????? ?????? ?? ?????? ?? ???? ???????????????? ?? ??? ?? ??????? ?? ???? ?????? ???","[90, 85, 68, 65]",77,"[0.10844457902530406, -0.2580081099272549, -0.42906894820940583, -0.8231304814341397]",-0.35044074,0.501024604
899,"In this interview, conducted at Kurnool 9-10 February 1993, our conversations turned mainly on (1) the different types of composition in Carnatic music and the scope they affored for melodious rendering: (2) the origin and development of Dr.","9-10 ?????, 1993 ?? ?????? ??? ?????? ?? ??????????? ???, ????? ?????? ????? ??? ?? (1) ??????? ????? ??? ??????? ?????? ?? ?????? ?? ?????? ????????? ?? ??? ???? ?????? ????? ?? ????? ?? ???????? ??? (2) ??.","[70, 75, 72, 69]",71.5,"[-1.6128979451858647, -1.1311320013900472, -0.018673014962724235, -0.4641551297402278]",-0.806714523,0.631412506
900,"Included within the property is the Sainj Wildlife Sanctuary with 120 inhabitants and the Tirthan Wildlife Sanctuary, which is uninhabited but currently subject to traditional grazing.","?? ??????? ??? 120 ????????? ?? ??? ???? ??????? ???????? ?? ?????? ??????? ???????? ????? ???, ?? ?????? ?? ????? ??????? ??? ???????? ???? ?? ???? ???","[80, 85, 69, 85]",79.75,"[-0.7522266830802803, -0.2580081099272549, -0.32646996489773544, 0.9717462770354197]",-0.09123962,0.655061245
901,"The geedal gives the narration in Bengali, in Kamatapuri or Rajbangsi as there were the areas covered by the historical state of Kamatapur.",???? ??? ?????? ??? ????????? ?? ???????? ?? ????? ???? ??? ?? ??????? ???????? ????? ???????? ?? ??????? ??? ???? ??????? ???,"[80, 80, 69, 79]",77,"[-0.7522266830802803, -0.694570055658651, -0.32646996489773544, 0.43328324949455194]",-0.334995864,0.61525631
902,"The Mosque is made of grey lime-stone and has a front facade of nine arches, the central arch being bigger that the other eight.","?????? ???? ???? ?? ????? ?? ??? ?? ?? ????? ?? ???????? ?? ??????? ??, ???????? ?????? ???? ?? ?? ???? ???","[100, 100, 69, 89]",89.5,"[0.9691158411308884, 1.0516777272669333, -0.32646996489773544, 1.3307216287293318]",0.756261308,0.661806881
903,"In July 2004, UNESCO approved the proposal and inscribed the site on the World Heritage List with the justification of its ""joint significance as a living Hindu pilgrimage center, its cluster of Jain temples, its remarkable preserved medieval urban fabric, its exquisite sandstone-carved mosques and tombs and its intangible heritage values"".","????? 2004 ??? ???????? ?? ?? ???????? ?? ?????? ?? ?? ?? ???? ?? ????? ????? ???? ??? ????? ?? ???? ??????? ?? ?? ????? ?????? ????? ????, ??? ??????? ?? ????, ???? ????????? ???????? ????????? ???? ??????, ???? ????? ?? ??????? ???? ???????? ???????? ?? ?????? ?? ???? ?????? ?????? ??????? ?? ??? ??? ??????? ????? ???? ???","[100, 95, 67, 65]",81.75,"[0.9691158411308884, 0.6151157815355373, -0.5316679315210762, -0.8231304814341397]",0.057358302,0.51963073
904,"These issues are being dealt with through the management plan, and two projects have been developed to bring a permanent solution to the water crisis.",?? ??????? ?? ??????? ????? ?? ?????? ?? ??????? ?? ??? ?? ?? ?? ???? ?? ?????? ?????? ???? ?? ??? ?? ?????????? ?????? ?? ?? ????,"[95, 100, 64, 82]",85.25,"[0.5387802100780963, 1.0516777272669333, -0.8394648814560874, 0.7025147632649859]",0.363376955,0.795572221
905,"Another interesting feature found in these caves is the pairing of sacred figures in Jainism, specifically Parsvanatha and Bahubali, which appear 19 times.","?? ?????? ??? ??? ???? ???? ?? ???? ??????? ??????? ??? ???? ??? ?????? ???????? ?? ????? ??, ????? ??? ?? ?????????? ?? ???????, ?? 19 ??? ????? ???? ????","[95, 95, 65, 63]",79.5,"[0.5387802100780963, 0.6151157815355373, -0.736865898144417, -1.0026181572810957]",-0.146397016,0.746303678
906,"""Now that his standards had arrived at this place, his former design was pressed forward, and an order was issued that the superintendents of affairs should erect lofty buildings for the special use of the Shahinshah.""","?? ?? ???? ???? ?? ????? ?? ????? ?? ??, ?? ???? ????? ?????? ?? ??? ?????? ??? ??, ?? ?? ???? ???? ???? ??? ?? ?? ?????? ?? ????????? ?? ????? ??? ?? ????? ????? ?? ??? ???? ??????? ?? ??????? ???? ??????","[90, 80, 71, 69]",77.5,"[0.10844457902530406, -0.694570055658651, -0.12127199827439462, -0.4641551297402278]",-0.292888151,0.740012228
907,"The films improvise much of this and often imitate wholly Western lighter forms, often to the detriment of fine taste.","??????? ????? ???? ????? ???? ??? ?? ????? ???? ??? ?? ??????? ????? ????? ?? ??? ???? ???, ????? ????? ????? ?? ?????? ???????? ????","[90, 90, 76, 80]",84,"[0.10844457902530406, 0.17855383580414114, 0.39172291828395733, 0.52302708741803]",0.300437105,0.61635679
908,"One studied example is palak, a popular leafy vegetable which takes up heavy metal when it is in the soil, and which people then eat.","?? ?????? ???? ??? ?????? ?? ???, ?? ?? ???????? ???????? ????? ??, ?? ?????? ??? ???? ?? ???? ???? ???? ?? ?? ???? ??? ???? ????","[90, 85, 64, 62]",75.25,"[0.10844457902530406, -0.2580081099272549, -0.8394648814560874, -1.0923619952045736]",-0.520347602,0.551341593
909,"In 1983, the Agra fort was inscribed as a UNESCO World Heritage site. It is about 2.5 km northwest of its more famous sister monument, the Taj Mahal.","1983 ???, ???? ???? ?? ???????? ????? ????? ???? ?? ??? ??? ????? ???? ??? ??? ?? ???? ???????? ?????? ??????, ?????? ?? ???? 2.5 ???? ?????-?????? ??? ???","[95, 85, 58, 56]",73.5,"[0.5387802100780963, -0.2580081099272549, -1.4550587813261098, -1.6308250227454415]",-0.701277926,0.686410129
910,"The makeshift structures, as well as the image of the Goddess are adorned with meticulous artwork and stylistic themes made with local craft materials such as shola or pith, coloured jute, woven brocades, imitation jewellery, clay and terracotta ornamentation.","??????? ???????? ?? ???-??? ???? ?? ??? ?? ??????? ????? ??????? ???? ???? ?? ???, ????? ???, ???? ??? ???????, ???? ?????, ?????? ?? ???????? ?????? ?? ????? ??? ???","[100, 100, 60, 63]",80.75,"[0.9691158411308884, 1.0516777272669333, -1.249860814702769, -1.0026181572810957]",-0.057921351,0.644445956
